machine_id,equipment_type,age_months,operating_hours,maintenance_history,sensor_temp,sensor_vibration,sensor_pressure,sensor_humidity,failure_next_30_days
MACH-028259,motor,188,22639.7,21,114.43,2.6214,0.36,71.39,0
MACH-028260,motor,99,54640.1,79,198.3,1.5014,65.38,10.48,0
MACH-028261,turbine,3,2329.1,32,79.07,5.7482,47.02,73.45,0
MACH-028262,pump,11,157887.6,13,50.18,10.5317,30.94,94.4,0
MACH-028263,turbine,208,83809.7,10,33.48,5.7831,41.58,58.27,0
MACH-028264,pump,233,196326.6,63,84.95,5.2142,46.68,28.48,0
MACH-028265,turbine,112,99072.8,73,85.83,9.8556,54.69,67.33,0
MACH-028266,compressor,143,13666.3,63,23.51,1.1406,95.63,39.04,0
MACH-028267,compressor,155,164113.4,59,154.5,13.9018,27.58,94.41,0
MACH-028268,pump,265,156735.9,53,35.0,13.3916,59.38,28.5,1
MACH-028269,compressor,158,40264.5,26,17.28,0.8347,51.84,6.27,0
MACH-028270,compressor,172,36335.3,78,87.27,5.1599,7.57,30.82,0
MACH-028271,motor,168,186676.2,13,148.44,10.0595,94.72,93.75,1
MACH-028272,motor,40,199093.4,15,31.24,1.8025,0.16,55.21,0
MACH-028273,compressor,211,143258.0,4,52.78,0.8324,48.62,40.49,0
MACH-028274,motor,273,34188.5,64,136.42,13.7031,54.68,76.64,0
MACH-028275,turbine,34,39554.7,68,84.46,12.9603,83.67,48.65,0
MACH-028276,pump,22,133252.4,84,189.0,0.7052,57.51,34.79,0
MACH-028277,motor,147,17136.1,21,188.43,11.193,76.99,8.85,1
MACH-028278,turbine,230,39852.0,57,12.23,5.5907,3.58,89.93,0
MACH-028279,turbine,25,1729.5,43,26.04,11.5164,12.44,95.03,0
MACH-028280,motor,224,108200.6,98,50.28,3.6017,82.27,8.87,0
MACH-028281,compressor,71,123264.2,59,89.24,4.5294,71.71,7.05,0
MACH-028282,pump,56,193796.0,66,49.16,6.946,10.56,11.55,0
MACH-028283,pump,57,19152.6,35,58.02,10.4779,55.89,98.27,0
MACH-028284,turbine,158,183278.9,73,141.56,4.593,58.39,53.37,0
MACH-028285,compressor,180,61016.3,3,47.99,7.4999,58.02,77.85,0
MACH-028286,pump,139,176283.9,88,129.97,0.8964,21.52,48.05,0
MACH-028287,turbine,182,135576.0,52,174.0,14.1984,2.77,47.75,1
MACH-028288,motor,242,66016.2,58,2.58,4.3398,30.02,47.4,0
MACH-028289,compressor,250,176879.9,94,161.3,3.653,49.44,22.12,0
MACH-028290,turbine,219,119216.8,16,34.95,11.9279,18.89,26.97,1
MACH-028291,turbine,157,130769.8,12,175.03,11.6059,28.39,7.87,1
MACH-028292,pump,66,178321.6,64,99.09,4.9527,85.15,0.88,0
MACH-028293,motor,224,90874.2,37,155.88,13.6556,58.54,40.87,0
MACH-028294,motor,202,22519.7,58,57.78,2.2012,92.63,92.69,0
MACH-028295,turbine,267,16159.4,31,92.87,5.6195,92.62,8.69,1
MACH-028296,turbine,214,64644.1,41,151.99,1.1587,9.49,3.32,0
MACH-028297,compressor,41,171505.4,24,69.88,10.4645,57.43,66.9,0
MACH-028298,pump,171,190000.4,64,65.78,13.5376,80.72,74.02,0
MACH-028299,turbine,217,112735.7,63,35.64,10.3443,46.25,53.95,0
MACH-028300,compressor,300,114077.0,68,65.62,12.8136,51.23,77.61,0
MACH-028301,motor,99,49444.8,37,158.64,9.4975,51.62,31.21,0
MACH-028302,motor,259,176594.0,44,196.58,0.2682,51.4,35.26,0
MACH-028303,motor,84,78123.9,31,0.34,7.6519,31.49,76.9,0
MACH-028304,motor,114,96470.3,61,32.3,5.1801,84.85,6.64,0
MACH-028305,turbine,289,192010.9,17,128.83,14.3906,63.1,32.99,1
MACH-028306,turbine,50,159334.9,7,106.06,11.5965,64.72,51.71,1
MACH-028307,pump,62,152774.2,36,189.72,13.4219,67.49,67.5,0
MACH-028308,turbine,251,90257.2,65,49.71,10.0505,83.74,19.96,1
MACH-028309,motor,275,28890.5,100,19.09,4.6482,74.24,26.94,0
MACH-028310,turbine,32,69752.6,22,6.76,13.903,49.43,84.05,0
MACH-028311,turbine,248,86592.6,87,86.83,12.9604,69.29,84.19,0
MACH-028312,compressor,177,159507.3,22,54.6,5.0848,91.29,58.35,1
MACH-028313,compressor,264,153847.4,9,64.11,13.8428,8.64,90.81,0
MACH-028314,compressor,150,184043.4,17,130.13,5.1425,74.67,25.21,1
MACH-028315,turbine,176,14376.7,63,117.49,10.2189,28.46,44.48,0
MACH-028316,motor,70,88281.2,38,67.06,9.8821,31.66,85.34,0
MACH-028317,compressor,176,166074.5,48,88.33,3.5433,48.56,49.15,0
MACH-028318,turbine,126,93502.3,27,66.1,14.8692,43.82,71.33,0
MACH-028319,turbine,121,46316.2,68,93.27,11.378,2.0,24.34,0
MACH-028320,pump,84,159563.6,54,6.48,13.2616,46.72,11.38,0
MACH-028321,motor,121,10108.1,94,96.73,5.5542,44.26,2.9,0
MACH-028322,compressor,51,72387.7,50,44.34,14.3861,9.94,33.87,0
MACH-028323,compressor,256,137297.4,9,68.25,6.5744,40.54,87.46,1
MACH-028324,compressor,122,32056.1,81,137.28,5.0656,10.63,50.34,0
MACH-028325,turbine,117,167772.2,55,117.66,4.8794,13.74,45.42,0
MACH-028326,compressor,294,79460.1,25,136.96,8.5972,15.2,1.77,1
MACH-028327,compressor,147,76202.7,6,183.66,11.2418,43.75,87.85,0
MACH-028328,turbine,211,189824.8,30,185.58,12.709,70.03,5.39,1
MACH-028329,pump,299,29360.0,37,85.02,8.691,42.54,21.94,0
MACH-028330,compressor,259,87273.0,17,182.57,3.8546,39.37,58.23,0
MACH-028331,motor,107,102241.3,45,140.54,0.438,81.63,87.16,0
MACH-028332,turbine,160,19366.5,59,98.35,13.4728,54.16,78.31,0
MACH-028333,compressor,247,63124.8,8,65.04,1.0631,12.69,36.47,0
MACH-028334,compressor,151,106490.5,0,3.37,4.2101,20.65,11.59,0
MACH-028335,turbine,84,184436.2,24,112.58,1.7056,95.91,55.92,1
MACH-028336,pump,159,93990.7,87,162.67,6.4805,95.39,0.93,0
MACH-028337,compressor,8,111729.1,57,89.56,14.162,39.69,22.95,0
MACH-028338,turbine,265,135039.3,49,158.38,13.0143,54.98,26.88,1
MACH-028339,turbine,179,29147.3,22,110.65,7.064,20.53,32.87,0
MACH-028340,pump,77,29424.2,59,185.99,11.4329,28.6,95.43,0
MACH-028341,turbine,144,95664.2,72,5.08,3.4006,60.09,95.24,0
MACH-028342,pump,10,124845.5,25,146.27,13.3339,45.95,48.13,0
MACH-028343,motor,237,63487.4,67,50.07,1.7854,19.32,68.24,0
MACH-028344,turbine,160,16260.4,12,169.57,9.9375,24.01,89.1,0
MACH-028345,compressor,2,151085.7,50,60.44,0.6511,31.5,41.72,0
MACH-028346,compressor,138,139879.0,70,55.98,6.215,28.22,2.45,0
MACH-028347,compressor,22,181666.6,56,71.05,3.9836,48.1,2.48,0
MACH-028348,turbine,117,158335.3,98,88.69,9.7861,49.04,37.01,0
MACH-028349,pump,258,148124.8,32,32.4,14.8249,8.73,75.13,0
MACH-028350,motor,197,104574.8,4,168.54,5.3448,48.8,29.67,0
MACH-028351,motor,145,187582.8,55,2.77,13.6573,55.78,82.86,0
MACH-028352,turbine,154,137642.9,98,16.38,9.1544,82.42,48.25,1
MACH-028353,compressor,152,22323.5,32,43.18,13.1635,66.02,86.25,0
MACH-028354,compressor,30,155512.6,81,149.37,5.5317,44.08,10.68,0
MACH-028355,turbine,68,44994.0,91,47.85,7.7269,90.4,72.53,0
MACH-028356,turbine,245,161514.4,18,41.22,1.1968,49.14,53.17,1
MACH-028357,motor,278,198032.0,8,11.67,3.4048,21.01,84.95,0
MACH-028358,motor,44,26028.7,31,4.45,1.6078,1.13,82.01,0
MACH-028359,pump,275,16086.9,20,93.3,8.376,1.33,58.31,0
MACH-028360,pump,10,156148.1,99,103.84,3.4049,71.17,10.93,0
MACH-028361,motor,156,159693.2,25,33.47,12.5965,59.54,53.59,0
MACH-028362,compressor,249,134803.7,90,22.36,7.8855,27.8,6.96,0
MACH-028363,turbine,66,93107.0,79,168.74,5.8002,83.77,52.08,0
MACH-028364,motor,285,171586.1,93,7.73,0.8392,59.18,2.72,0
MACH-028365,compressor,295,132515.4,45,25.85,6.9468,40.02,44.86,0
MACH-028366,turbine,128,172834.8,67,31.69,6.6551,64.46,23.3,0
MACH-028367,motor,268,66915.8,56,34.84,1.6605,4.7,31.46,0
MACH-028368,pump,24,68238.9,49,131.47,13.0668,35.84,21.05,0
MACH-028369,turbine,157,122045.0,29,130.56,1.3999,87.32,53.24,0
MACH-028370,compressor,88,137508.6,21,86.12,2.3538,38.19,24.8,0
MACH-028371,pump,188,26751.8,27,196.73,6.3414,92.58,93.97,1
MACH-028372,motor,76,31764.3,29,178.57,13.1344,17.29,24.04,0
MACH-028373,motor,132,166579.6,65,152.43,2.5724,97.2,49.55,0
MACH-028374,pump,220,114856.1,7,14.87,9.769,64.2,63.99,0
MACH-028375,motor,62,45803.1,69,75.12,2.7196,50.2,43.92,0
MACH-028376,turbine,253,66667.3,70,41.81,6.2235,60.07,81.63,0
MACH-028377,compressor,205,163507.8,52,102.21,8.755,60.27,73.19,0
MACH-028378,turbine,76,42367.0,89,50.37,4.3992,32.59,65.65,0
MACH-028379,turbine,201,120999.0,71,53.77,2.8843,76.71,14.35,0
MACH-028380,motor,96,101706.9,62,44.8,13.4978,0.13,49.21,0
MACH-028381,pump,165,191080.6,78,108.86,9.1773,7.11,12.79,0
MACH-028382,pump,184,152427.4,54,104.2,6.1752,60.34,44.29,0
MACH-028383,turbine,245,143306.8,10,117.26,4.4498,97.11,25.8,1
MACH-028384,motor,105,150591.6,69,38.52,14.7058,7.38,58.75,1
MACH-028385,compressor,136,189448.8,23,180.18,6.7182,36.92,88.23,1
MACH-028386,motor,133,51253.8,6,159.4,8.208,67.23,85.55,0
MACH-028387,turbine,259,6908.6,62,60.45,14.9905,60.85,3.39,0
MACH-028388,compressor,253,57979.2,29,135.11,14.5645,92.63,73.06,1
MACH-028389,turbine,66,182438.7,88,197.45,11.2943,6.18,45.07,0
MACH-028390,motor,32,139814.7,39,79.4,3.619,6.16,11.96,0
MACH-028391,turbine,289,31174.9,81,92.44,8.3907,35.07,64.25,0
MACH-028392,compressor,51,67944.4,84,3.55,5.8504,97.77,19.09,1
MACH-028393,pump,62,120206.7,58,177.21,9.8709,85.14,44.31,0
MACH-028394,pump,36,32594.5,27,116.24,8.3498,88.55,8.91,1
MACH-028395,motor,49,119755.1,44,172.19,0.6709,69.0,38.37,0
MACH-028396,pump,19,14810.8,9,50.17,1.1756,79.14,66.97,0
MACH-028397,turbine,182,145368.7,3,21.16,4.9377,44.69,9.17,0
MACH-028398,pump,153,60090.5,4,156.16,5.6408,75.88,70.56,0
MACH-028399,compressor,28,85472.9,93,35.34,0.8352,99.6,56.91,0
MACH-028400,compressor,196,2801.0,13,191.74,0.5227,56.16,29.91,0
MACH-028401,compressor,51,128934.8,75,98.63,12.6428,64.9,40.92,0
MACH-028402,compressor,162,137190.6,95,27.47,2.6314,24.61,49.57,0
MACH-028403,turbine,219,174754.3,28,197.58,10.6252,97.6,38.3,1
MACH-028404,turbine,128,145515.2,20,4.57,11.4499,73.88,46.82,1
MACH-028405,turbine,93,135280.7,51,57.11,7.5664,89.81,48.73,0
MACH-028406,motor,269,84174.9,60,183.42,0.2054,54.83,27.68,1
MACH-028407,compressor,241,14519.2,24,106.1,5.9313,55.13,57.12,0
MACH-028408,pump,254,128916.8,45,182.45,9.9269,27.66,38.86,0
MACH-028409,turbine,47,4405.1,92,171.41,11.7199,23.89,66.49,0
MACH-028410,pump,82,131607.5,46,199.48,12.3955,71.78,66.63,0
MACH-028411,pump,116,14961.1,45,101.98,0.9195,75.42,43.72,0
MACH-028412,turbine,51,11886.7,28,80.95,6.3063,31.16,72.67,0
MACH-028413,turbine,116,113435.4,86,58.09,8.5085,45.78,49.28,0
MACH-028414,pump,75,184033.4,95,19.04,13.3817,26.87,44.72,0
MACH-028415,turbine,145,144648.1,62,156.26,11.5742,68.53,88.75,1
MACH-028416,pump,213,140087.8,22,191.31,11.0831,32.67,31.34,1
MACH-028417,pump,124,158915.7,53,110.96,3.4993,95.36,23.2,0
MACH-028418,turbine,217,92122.8,14,118.59,7.3278,8.23,0.25,0
MACH-028419,pump,117,145953.5,91,92.08,11.2174,4.91,41.0,0
MACH-028420,pump,149,95642.1,93,118.05,9.2116,4.95,47.34,0
MACH-028421,turbine,99,189942.8,13,19.94,6.5719,94.45,10.35,1
MACH-028422,compressor,26,142466.0,49,8.95,8.7401,17.01,92.42,0
MACH-028423,compressor,5,60377.5,6,20.63,4.3213,59.4,49.48,0
MACH-028424,turbine,55,73034.2,51,11.64,6.5298,42.15,58.5,0
MACH-028425,pump,185,127878.5,66,40.31,6.7465,4.91,33.9,0
MACH-028426,turbine,30,94995.6,74,139.8,11.9508,33.06,41.41,0
MACH-028427,motor,143,31146.5,92,174.23,4.488,7.61,50.87,0
MACH-028428,compressor,40,126683.9,99,43.89,7.3978,50.56,83.0,0
MACH-028429,motor,112,123736.1,13,4.54,14.5303,84.9,89.21,1
MACH-028430,motor,82,3343.2,72,193.3,3.5233,92.88,50.25,0
MACH-028431,motor,64,76372.2,24,32.75,3.0516,72.63,17.48,0
MACH-028432,compressor,155,146514.0,77,156.06,9.1723,13.84,52.31,0
MACH-028433,turbine,268,36152.9,40,184.51,8.9696,34.44,75.65,1
MACH-028434,pump,196,170454.5,60,148.54,8.7585,0.92,48.21,0
MACH-028435,compressor,72,113512.8,94,17.91,9.093,12.87,74.91,0
MACH-028436,turbine,255,81379.9,93,170.6,7.5844,30.84,65.51,0
MACH-028437,compressor,277,197373.8,86,126.2,11.5393,53.23,45.05,1
MACH-028438,turbine,228,127568.0,46,71.94,9.4892,3.68,31.64,0
MACH-028439,pump,66,185159.2,98,114.49,1.3134,25.33,62.7,0
MACH-028440,motor,51,199819.2,0,174.28,12.7159,79.01,29.27,1
MACH-028441,motor,292,91824.6,78,134.08,10.0922,33.32,1.15,0
MACH-028442,compressor,267,72338.7,21,154.79,6.1545,21.56,63.55,1
MACH-028443,motor,126,173638.9,35,172.35,9.18,49.1,90.7,0
MACH-028444,motor,138,2059.6,94,47.48,9.1922,84.77,74.24,0
MACH-028445,turbine,160,92500.5,5,147.02,2.026,61.96,28.16,0
MACH-028446,pump,267,128810.4,20,145.29,11.3745,24.03,50.69,1
MACH-028447,turbine,90,162084.9,62,158.9,10.5803,59.44,35.24,1
MACH-028448,pump,204,137024.6,100,70.03,12.4473,78.44,89.06,0
MACH-028449,motor,282,4024.2,90,169.56,8.2569,58.03,70.62,0
MACH-028450,compressor,90,134991.4,55,25.16,3.076,66.31,86.91,0
MACH-028451,turbine,85,130580.4,45,153.91,13.2497,43.27,64.15,1
MACH-028452,turbine,41,1845.1,40,30.28,4.4129,13.04,43.62,0
MACH-028453,pump,220,59811.8,39,20.33,5.6721,57.07,76.98,0
MACH-028454,compressor,82,93962.1,79,162.26,14.8594,61.0,59.08,1
MACH-028455,motor,7,126528.8,80,79.97,3.1695,41.94,81.28,0
MACH-028456,turbine,151,136087.9,30,129.69,5.6053,43.27,24.24,0
MACH-028457,turbine,168,108719.1,40,123.01,4.4606,58.26,85.21,0
MACH-028458,pump,6,198621.7,82,120.14,13.752,1.8,21.59,0
MACH-028459,motor,223,137185.1,74,93.91,8.5808,22.89,38.72,0
MACH-028460,turbine,168,33050.1,52,151.85,1.2549,47.8,20.53,0
MACH-028461,turbine,142,145695.2,21,58.76,3.6602,4.97,39.84,0
MACH-028462,compressor,104,42938.8,24,141.89,7.2898,82.0,27.18,0
MACH-028463,pump,193,33623.5,63,64.83,13.0539,90.85,67.85,0
MACH-028464,motor,226,126120.9,70,25.52,12.2464,56.55,40.16,0
MACH-028465,turbine,231,102919.0,57,35.11,3.0726,63.51,11.63,0
MACH-028466,compressor,117,189315.1,56,79.26,7.7854,61.63,45.89,0
MACH-028467,pump,151,116606.1,44,75.06,7.7775,69.4,90.29,0
MACH-028468,motor,77,104354.2,75,155.14,13.8026,64.12,33.83,0
MACH-028469,pump,66,27270.1,33,72.4,10.819,25.79,8.31,0
MACH-028470,motor,259,172303.7,65,155.95,13.4964,30.01,22.86,0
MACH-028471,motor,120,63399.5,62,14.77,13.5042,32.56,21.91,0
MACH-028472,compressor,83,83357.3,23,51.61,2.1844,65.99,2.16,0
MACH-028473,turbine,220,100559.8,95,196.57,14.6591,37.91,81.21,1
MACH-028474,compressor,210,191299.2,74,65.36,0.487,25.83,71.66,0
MACH-028475,compressor,82,51710.4,31,81.62,8.4033,50.46,34.87,0
MACH-028476,motor,53,136958.9,28,87.35,14.4438,15.05,1.93,0
MACH-028477,compressor,190,141114.7,5,164.07,11.4014,43.28,7.07,0
MACH-028478,turbine,276,4989.4,46,141.96,2.9712,59.73,93.34,0
MACH-028479,pump,45,78478.3,88,29.51,0.4752,62.19,91.81,0
MACH-028480,motor,72,8160.2,27,172.72,13.1948,32.37,80.83,0
MACH-028481,pump,280,29016.8,1,65.22,10.5998,87.48,7.15,1
MACH-028482,pump,220,15517.6,45,180.12,11.1659,98.87,67.82,1
MACH-028483,pump,181,50574.8,6,173.32,11.8647,96.39,28.38,1
MACH-028484,compressor,101,138705.8,80,15.77,1.7526,10.11,90.06,0
MACH-028485,turbine,141,29643.8,14,91.9,4.3324,48.25,49.09,0
MACH-028486,turbine,57,78996.0,40,164.36,5.3167,30.42,27.66,0
MACH-028487,pump,244,114574.6,75,149.38,3.9077,86.47,79.73,0
MACH-028488,compressor,151,40892.8,25,120.69,14.4305,82.58,34.23,1
MACH-028489,motor,240,51691.0,6,191.75,4.0734,17.96,5.36,1
MACH-028490,motor,264,111144.8,79,15.68,11.4817,98.09,77.49,1
MACH-028491,compressor,30,139943.4,50,168.98,10.1445,49.31,52.34,0
MACH-028492,compressor,259,95154.4,7,174.11,1.3071,49.43,93.85,0
MACH-028493,compressor,93,72628.4,13,62.59,2.4615,83.44,93.6,0
MACH-028494,pump,99,169947.5,90,3.68,9.5867,28.57,35.54,0
MACH-028495,motor,138,166654.5,56,178.23,8.1757,90.66,53.38,0
MACH-028496,motor,90,54304.2,26,121.62,9.8334,61.1,22.7,0
MACH-028497,pump,103,143292.6,49,45.68,11.7362,17.6,57.51,0
MACH-028498,pump,209,124711.6,99,190.31,3.6282,37.73,13.91,0
MACH-028499,motor,96,14078.9,31,70.68,9.9739,4.07,84.46,0
MACH-028500,pump,183,12614.9,21,68.05,6.7916,3.73,33.14,0
MACH-028501,compressor,106,57.8,57,148.51,7.0663,27.11,30.84,0
MACH-028502,pump,98,29220.1,83,104.33,12.7481,82.92,18.63,0
MACH-028503,pump,43,23700.1,30,167.11,3.2251,34.16,72.86,0
MACH-028504,turbine,260,20436.3,8,134.29,2.3412,46.09,52.92,1
MACH-028505,compressor,36,80693.8,84,49.76,10.3955,27.15,13.67,0
MACH-028506,compressor,167,144383.6,83,1.04,10.5094,64.78,79.59,0
MACH-028507,pump,79,91572.8,93,120.49,10.3392,17.78,16.63,0
MACH-028508,pump,297,110352.6,35,168.72,0.0527,98.05,35.48,1
MACH-028509,turbine,22,67207.6,52,112.38,2.4764,30.2,43.79,0
MACH-028510,turbine,128,131535.8,47,151.8,3.6152,17.44,11.47,1
MACH-028511,turbine,154,66299.3,12,37.23,1.0646,78.63,43.53,0
MACH-028512,turbine,297,62015.0,63,107.12,2.9579,15.61,48.45,0
MACH-028513,pump,46,188981.5,32,167.85,3.5503,27.61,42.77,0
MACH-028514,turbine,250,87832.6,90,143.9,1.2545,98.36,59.48,0
MACH-028515,motor,21,89365.5,82,50.19,8.3079,11.94,9.52,0
MACH-028516,compressor,88,14529.6,22,37.62,3.6741,25.55,45.61,0
MACH-028517,motor,252,184263.4,21,124.04,10.5178,15.52,16.73,0
MACH-028518,compressor,114,73704.5,12,9.57,3.5832,61.8,8.99,0
MACH-028519,turbine,177,136041.2,12,17.81,12.6939,23.68,27.9,0
MACH-028520,turbine,118,134222.6,45,108.73,6.9114,31.76,51.58,0
MACH-028521,compressor,270,177168.7,97,7.01,0.094,4.82,44.09,0
MACH-028522,motor,28,175760.1,53,7.16,11.829,25.38,0.96,0
MACH-028523,compressor,296,30752.4,55,23.6,0.2976,41.12,5.22,0
MACH-028524,motor,71,21774.3,40,33.43,13.6081,80.29,24.52,0
MACH-028525,pump,179,177833.6,46,82.05,0.0584,6.63,2.98,0
MACH-028526,compressor,79,54779.4,49,131.9,11.3419,46.35,70.41,0
MACH-028527,pump,239,167298.4,93,5.56,6.1385,66.08,46.56,0
MACH-028528,motor,212,81487.6,6,45.64,3.4829,72.0,88.51,0
MACH-028529,compressor,48,69715.4,54,138.63,9.8064,75.46,84.84,0
MACH-028530,turbine,74,35593.7,58,91.56,2.4987,6.61,4.58,0
MACH-028531,compressor,210,194535.7,49,0.84,4.7366,99.72,79.23,0
MACH-028532,turbine,151,12798.5,43,64.98,4.629,20.12,10.67,0
MACH-028533,turbine,165,104711.2,30,176.61,2.0057,40.13,19.65,1
MACH-028534,pump,110,143764.5,44,9.91,1.1632,87.58,50.35,0
MACH-028535,turbine,203,83594.7,68,95.66,10.2597,61.57,63.51,0
MACH-028536,motor,279,59115.4,31,1.39,5.5616,63.8,12.74,0
MACH-028537,compressor,32,31457.8,72,92.69,0.7239,98.92,95.51,0
MACH-028538,pump,209,39012.1,82,61.47,14.6287,16.95,71.79,0
MACH-028539,compressor,281,188979.8,13,52.65,9.5141,18.74,26.27,1
MACH-028540,compressor,67,82562.7,65,118.75,2.0368,78.7,18.16,0
MACH-028541,turbine,126,6549.2,78,41.42,14.1487,5.38,32.34,0
MACH-028542,turbine,171,78226.5,77,184.62,3.3364,64.01,13.51,0
MACH-028543,turbine,233,122164.8,44,136.81,12.9575,93.96,16.26,1
MACH-028544,compressor,207,123641.1,29,56.62,0.6293,67.83,24.21,0
MACH-028545,turbine,298,18837.8,42,107.9,1.4062,81.96,38.03,0
MACH-028546,pump,168,52235.0,78,89.83,3.6919,57.49,93.93,0
MACH-028547,turbine,262,147005.4,91,7.64,3.7436,12.61,70.26,0
MACH-028548,pump,156,197259.7,54,30.4,4.1908,2.7,15.68,0
MACH-028549,motor,94,102495.6,15,130.81,3.7289,65.03,51.81,0
MACH-028550,turbine,203,17199.5,8,59.54,0.5513,8.77,23.55,0
MACH-028551,compressor,121,174959.4,49,89.57,2.8841,27.21,80.72,0
MACH-028552,turbine,198,87463.7,53,59.39,14.6953,88.27,75.12,1
MACH-028553,compressor,195,146772.4,45,46.13,11.5231,98.48,25.79,1
MACH-028554,compressor,23,48983.7,75,2.99,3.5755,73.78,27.84,0
MACH-028555,pump,162,174451.2,60,139.0,0.4378,79.29,9.38,0
MACH-028556,turbine,5,53363.0,53,183.59,1.1246,33.04,77.24,0
MACH-028557,compressor,124,138773.9,22,47.2,6.1233,40.72,5.34,0
MACH-028558,compressor,198,80142.1,67,37.36,13.0623,45.91,55.66,0
MACH-028559,motor,197,73189.0,24,184.64,13.3418,73.26,32.43,1
MACH-028560,turbine,32,38165.4,96,149.99,4.0544,28.67,53.26,0
MACH-028561,motor,273,167862.6,5,53.37,8.3888,86.73,66.36,1
MACH-028562,pump,222,88168.7,17,159.36,2.6926,93.74,80.19,0
MACH-028563,pump,93,83293.1,81,29.64,13.2766,46.62,96.04,0
MACH-028564,compressor,135,22169.3,99,44.83,13.0631,61.76,88.94,0
MACH-028565,compressor,39,28593.7,9,162.61,5.999,68.77,46.37,0
MACH-028566,pump,109,73960.6,15,46.1,5.067,75.15,0.72,0
MACH-028567,compressor,203,8626.3,61,7.38,11.7302,53.63,34.94,0
MACH-028568,turbine,265,119779.9,99,3.06,12.3245,25.28,78.56,0
MACH-028569,compressor,177,37424.3,3,55.92,13.0721,0.36,99.04,0
MACH-028570,turbine,85,145465.0,39,124.4,1.6039,85.79,91.17,0
MACH-028571,pump,272,129448.2,59,192.53,10.1367,42.98,68.58,0
MACH-028572,motor,164,94312.6,63,159.15,4.7268,16.64,44.02,0
MACH-028573,compressor,223,40467.1,23,163.33,4.091,44.39,41.32,0
MACH-028574,motor,213,154855.7,1,115.05,3.2598,87.67,29.69,0
MACH-028575,pump,120,198459.8,67,33.35,12.0232,30.08,71.31,0
MACH-028576,motor,7,142221.5,99,112.53,6.8535,8.24,67.61,0
MACH-028577,motor,190,145192.6,77,39.35,4.2384,80.95,11.93,0
MACH-028578,pump,268,39235.4,91,132.01,3.4279,82.27,95.31,0
MACH-028579,motor,259,80581.7,98,114.59,1.0197,93.99,91.35,0
MACH-028580,motor,258,16595.0,68,85.44,5.2193,2.5,71.49,0
MACH-028581,turbine,105,16456.1,75,132.17,7.0176,48.53,85.13,0
MACH-028582,motor,272,89365.9,17,146.4,13.4344,14.69,94.18,1
MACH-028583,motor,5,50069.1,95,7.38,0.1128,53.08,2.37,0
MACH-028584,motor,95,129119.8,60,189.36,6.6944,22.32,79.72,0
MACH-028585,compressor,188,186408.1,94,44.43,7.1408,76.06,85.71,0
MACH-028586,motor,94,85830.6,98,55.47,0.0395,67.2,40.0,0
MACH-028587,turbine,8,25263.6,28,150.33,2.1923,90.85,20.23,1
MACH-028588,motor,53,41296.4,78,84.76,0.5129,83.19,83.3,0
MACH-028589,motor,282,91507.2,40,137.13,14.3656,12.02,84.28,0
MACH-028590,pump,129,92604.9,7,133.44,7.6415,45.77,66.64,0
MACH-028591,turbine,51,109183.8,41,120.03,13.2742,29.04,21.5,0
MACH-028592,motor,186,180389.7,47,122.09,7.6519,60.07,58.42,0
MACH-028593,pump,113,182273.5,34,0.49,6.7773,1.54,75.85,0
MACH-028594,pump,118,128129.6,42,193.48,4.7987,9.08,60.79,1
MACH-028595,motor,284,30903.8,74,32.56,8.403,32.51,98.83,0
MACH-028596,turbine,163,33458.9,72,97.69,10.6953,30.65,59.13,0
MACH-028597,pump,24,59902.1,38,132.59,3.43,83.4,62.41,0
MACH-028598,pump,283,144935.6,71,25.97,14.534,34.68,20.94,0
MACH-028599,compressor,2,168115.4,93,95.5,1.9676,65.8,72.66,0
MACH-028600,motor,207,130868.6,90,1.75,13.6002,3.92,8.66,0
MACH-028601,turbine,32,168947.3,56,16.93,13.5738,92.29,23.54,1
MACH-028602,turbine,82,47926.5,86,81.71,14.3453,49.27,11.02,1
MACH-028603,compressor,296,136106.6,30,172.83,13.1268,91.24,71.9,1
MACH-028604,motor,51,54587.6,15,158.76,11.2271,80.29,12.23,0
MACH-028605,compressor,292,131034.7,85,26.41,10.6311,44.73,63.8,0
MACH-028606,compressor,88,5659.1,73,154.79,12.9907,6.9,43.96,0
MACH-028607,motor,116,121959.9,69,0.12,12.5935,3.51,52.45,0
MACH-028608,motor,282,178079.8,76,20.76,2.6285,44.54,74.48,0
MACH-028609,turbine,223,52378.2,32,151.61,9.5613,60.17,88.68,0
MACH-028610,compressor,89,172892.1,27,177.23,2.1309,52.18,93.54,0
MACH-028611,motor,221,10908.4,90,83.81,4.8733,11.38,4.92,0
MACH-028612,turbine,144,131098.4,78,41.24,8.6525,92.0,90.85,0
MACH-028613,motor,30,83915.3,45,32.16,12.0869,71.83,57.11,0
MACH-028614,pump,76,5576.8,41,56.96,14.8457,97.65,87.81,0
MACH-028615,turbine,71,128315.9,10,52.17,8.6178,30.63,21.42,0
MACH-028616,turbine,143,31988.4,5,196.19,1.4537,15.65,37.54,0
MACH-028617,motor,267,99316.3,82,105.04,14.5073,95.1,19.59,1
MACH-028618,turbine,171,49280.4,35,75.77,3.2545,76.71,94.27,1
MACH-028619,motor,50,24812.9,71,150.63,0.7041,67.01,96.42,0
MACH-028620,compressor,183,22307.1,90,155.18,14.3721,19.06,87.11,0
