customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-05186,Female,0,Yes,No,1,Yes,No,No,Yes,No,No,Yes,No internet service,Yes,two year,No,mailed_check,34.06,34.06,No
CUST-05187,Female,1,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,month-to-month,No,credit_card,55.31,2709.95,No
CUST-05188,Female,0,No,No,1,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,month-to-month,Yes,mailed_check,67.3,67.3,Yes
CUST-05189,Female,1,Yes,No,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,one year,No,electronic_check,59.93,1318.42,No
CUST-05190,Male,0,Yes,Yes,27,Yes,No,No,Yes,No,No internet service,No,Yes,No,month-to-month,Yes,electronic_check,7.34,198.27,No
CUST-05191,Female,1,No,No,16,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,one year,Yes,electronic_check,72.98,1167.73,No
CUST-05192,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,month-to-month,No,mailed_check,66.43,3122.05,No
CUST-05193,Female,1,Yes,No,17,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,one year,No,credit_card,135.75,2307.74,No
CUST-05194,Female,1,No,No,55,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,month-to-month,No,mailed_check,40.96,2252.54,No
CUST-05195,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,month-to-month,Yes,electronic_check,96.76,1161.09,Yes
CUST-05196,Female,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,one year,Yes,mailed_check,86.87,3214.2,No
CUST-05197,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,month-to-month,Yes,mailed_check,35.39,1840.32,No
CUST-05198,Male,1,Yes,Yes,52,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,two year,Yes,electronic_check,79.61,4139.48,No
CUST-05199,Female,1,No,No,43,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,two year,No,electronic_check,32.64,1403.62,No
CUST-05200,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No internet service,No,No,month-to-month,Yes,mailed_check,41.53,207.64,No
CUST-05201,Female,1,Yes,No,33,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,two year,Yes,credit_card,68.69,2266.8,No
CUST-05202,Female,1,Yes,No,59,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,Yes,month-to-month,Yes,electronic_check,26.42,1558.54,No
CUST-05203,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,month-to-month,No,electronic_check,73.89,2659.98,Yes
CUST-05204,Female,1,Yes,No,51,Yes,No,DSL,No,No,No,No,No internet service,Yes,month-to-month,No,electronic_check,68.39,3487.66,No
CUST-05205,Male,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,month-to-month,No,credit_card,93.25,4289.46,No
CUST-05206,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,one year,Yes,electronic_check,88.08,1761.67,No
CUST-05207,Male,0,No,Yes,22,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,one year,No,bank_transfer,55.9,1229.77,No
CUST-05208,Male,1,Yes,No,30,Yes,No,DSL,No internet service,No,No,No,No,No internet service,month-to-month,No,electronic_check,47.7,1430.94,No
CUST-05209,Female,1,No,Yes,33,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,month-to-month,Yes,mailed_check,81.35,2684.43,No
CUST-05210,Male,1,No,No,47,Yes,No,No,Yes,No,No,Yes,Yes,No,month-to-month,Yes,credit_card,8.39,394.46,No
CUST-05211,Male,1,No,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,two year,Yes,credit_card,70.6,3671.21,No
CUST-05212,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,month-to-month,Yes,credit_card,113.37,1360.39,Yes
CUST-05213,Male,0,Yes,No,35,Yes,No,DSL,No internet service,No,Yes,No,No,No,one year,No,electronic_check,74.21,2597.33,No
CUST-05214,Female,0,No,No,72,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,month-to-month,Yes,electronic_check,72.3,5205.36,No
CUST-05215,Female,1,Yes,No,58,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,month-to-month,Yes,electronic_check,34.1,1977.88,No
CUST-05216,Female,0,No,No,59,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,month-to-month,No,credit_card,5.13,302.73,No
CUST-05217,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,month-to-month,Yes,mailed_check,102.8,5345.56,No
CUST-05218,Female,0,Yes,No,65,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,one year,Yes,electronic_check,82.52,5364.09,No
CUST-05219,Female,1,No,Yes,44,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,one year,No,electronic_check,118.41,5210.19,No
CUST-05220,Female,1,Yes,Yes,15,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,two year,Yes,mailed_check,55.33,829.9,No
CUST-05221,Male,0,No,No,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,two year,Yes,electronic_check,69.75,3208.59,No
CUST-05222,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,two year,Yes,credit_card,98.95,4056.82,No
CUST-05223,Male,1,Yes,No,60,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,month-to-month,Yes,bank_transfer,107.95,6477.18,No
CUST-05224,Female,1,No,No,0,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,month-to-month,Yes,electronic_check,32.67,32.67,Yes
CUST-05225,Female,1,No,Yes,32,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,month-to-month,Yes,mailed_check,76.17,2437.43,No
CUST-05226,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,one year,Yes,electronic_check,100.77,100.77,Yes
CUST-05227,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No internet service,No internet service,No,month-to-month,No,electronic_check,23.28,1280.53,No
CUST-05228,Female,1,No,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,one year,No,electronic_check,65.27,4242.34,No
CUST-05229,Female,1,No,No,17,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,month-to-month,Yes,credit_card,39.42,670.22,No
CUST-05230,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,month-to-month,No,mailed_check,87.89,1494.2,No
CUST-05231,Male,1,Yes,No,65,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,month-to-month,Yes,credit_card,78.02,5071.26,No
CUST-05232,Male,0,No,Yes,38,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,two year,No,electronic_check,85.37,3243.95,No
CUST-05233,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,No,electronic_check,83.74,1507.41,No
CUST-05234,Female,1,Yes,No,59,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,month-to-month,Yes,credit_card,61.88,3650.88,No
CUST-05235,Male,1,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,month-to-month,No,electronic_check,113.74,6937.9,Yes
CUST-05236,Male,0,Yes,Yes,62,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,one year,Yes,electronic_check,49.65,3078.47,No
CUST-05237,Male,1,No,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,two year,Yes,bank_transfer,92.14,1197.86,No
CUST-05238,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,month-to-month,No,electronic_check,69.51,3058.35,No
CUST-05239,Female,1,No,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,one year,Yes,electronic_check,63.75,3825.19,No
CUST-05240,Male,1,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,one year,No,credit_card,110.25,4630.55,No
CUST-05241,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,Yes,Yes,No,month-to-month,No,credit_card,62.73,3638.38,No
CUST-05242,Male,1,No,No,66,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,one year,Yes,electronic_check,31.66,2089.5,No
CUST-05243,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,two year,No,electronic_check,61.05,4212.49,No
CUST-05244,Male,1,Yes,No,9,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,one year,No,credit_card,16.2,145.8,No
CUST-05245,Male,0,No,No,16,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,month-to-month,Yes,mailed_check,105.54,1688.62,Yes
CUST-05246,Male,0,No,No,62,Yes,No,DSL,Yes,No,Yes,No,No,No,month-to-month,Yes,electronic_check,37.29,2311.8,No
CUST-05247,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,month-to-month,No,mailed_check,109.03,1635.45,No
CUST-05248,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,month-to-month,Yes,credit_card,37.67,1883.41,No
CUST-05249,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,two year,No,credit_card,105.43,3268.27,No
CUST-05250,Female,1,Yes,No,20,Yes,Yes,DSL,No,No internet service,No,No,No,No,month-to-month,Yes,mailed_check,59.36,1187.13,No
CUST-05251,Female,1,No,No,56,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,month-to-month,Yes,credit_card,110.65,6196.18,No
CUST-05252,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,one year,No,credit_card,72.24,3250.95,No
CUST-05253,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,one year,Yes,electronic_check,95.96,6333.44,No
CUST-05254,Female,0,No,No,33,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,two year,Yes,electronic_check,89.14,2941.6,No
CUST-05255,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,two year,Yes,credit_card,86.25,431.24,No
CUST-05256,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No,month-to-month,Yes,electronic_check,76.5,4590.05,No
CUST-05257,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,two year,Yes,electronic_check,96.3,2985.38,No
CUST-05258,Male,1,No,Yes,44,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,No,bank_transfer,53.72,2363.48,No
CUST-05259,Male,1,Yes,No,13,Yes,No,No,Yes,No,No,No internet service,No,No,one year,Yes,electronic_check,30.88,401.44,No
CUST-05260,Male,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,one year,Yes,mailed_check,81.78,1962.77,No
CUST-05261,Male,1,No,No,29,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,month-to-month,Yes,electronic_check,85.09,2467.63,No
CUST-05262,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,month-to-month,No,credit_card,107.92,215.84,Yes
CUST-05263,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,month-to-month,Yes,mailed_check,96.08,864.71,No
CUST-05264,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,month-to-month,Yes,electronic_check,85.22,1533.93,Yes
CUST-05265,Male,1,Yes,No,3,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,one year,Yes,mailed_check,42.76,128.28,No
CUST-05266,Female,1,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,month-to-month,Yes,mailed_check,91.02,3367.72,No
CUST-05267,Male,0,No,No,37,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,one year,No,credit_card,7.23,267.54,No
CUST-05268,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,month-to-month,No,electronic_check,117.02,1521.21,Yes
CUST-05269,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,month-to-month,Yes,credit_card,110.6,2433.13,No
CUST-05270,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,one year,No,bank_transfer,95.12,6182.61,No
CUST-05271,Female,0,No,No,29,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,two year,No,electronic_check,51.87,1504.27,No
CUST-05272,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,two year,Yes,bank_transfer,134.96,404.87,No
CUST-05273,Female,1,Yes,No,18,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,two year,Yes,credit_card,63.79,1148.18,No
CUST-05274,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,one year,No,credit_card,79.14,3402.85,No
CUST-05275,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No internet service,No,No,two year,Yes,electronic_check,86.3,863.01,No
CUST-05276,Male,1,No,No,7,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,one year,No,mailed_check,79.71,557.95,No
CUST-05277,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,two year,No,mailed_check,122.07,1220.66,Yes
CUST-05278,Female,0,No,No,49,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,two year,Yes,mailed_check,63.68,3120.54,No
CUST-05279,Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,No,No internet service,No,month-to-month,Yes,bank_transfer,60.17,661.92,Yes
CUST-05280,Female,1,No,No,59,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,month-to-month,No,credit_card,83.77,4942.42,No
CUST-05281,Male,0,Yes,Yes,57,Yes,No,DSL,No internet service,No,No,No,Yes,No,month-to-month,Yes,mailed_check,46.79,2666.91,No
CUST-05282,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,two year,Yes,mailed_check,75.91,986.78,No
CUST-05283,Female,1,Yes,Yes,19,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,two year,No,bank_transfer,57.04,1083.84,No
CUST-05284,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,month-to-month,Yes,mailed_check,125.34,6016.56,No
CUST-05285,Female,0,No,Yes,42,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,two year,Yes,bank_transfer,73.37,3081.6,No
CUST-05286,Female,0,No,No,2,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,month-to-month,Yes,mailed_check,75.21,150.41,Yes
CUST-05287,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,two year,No,credit_card,112.03,1904.58,No
CUST-05288,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,one year,Yes,electronic_check,97.2,3790.75,No
CUST-05289,Male,1,No,No,34,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,one year,No,electronic_check,66.96,2276.74,No
CUST-05290,Male,1,No,No,18,No,No phone service,DSL,No,No,No,No internet service,No,No,month-to-month,No,bank_transfer,59.06,1063.09,No
CUST-05291,Female,1,No,No,22,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,month-to-month,No,electronic_check,39.55,870.19,No
CUST-05292,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,month-to-month,Yes,bank_transfer,79.07,3162.72,No
CUST-05293,Female,1,Yes,No,11,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,month-to-month,Yes,bank_transfer,11.27,123.92,Yes
CUST-05294,Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,month-to-month,No,credit_card,104.38,104.38,Yes
CUST-05295,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,one year,No,electronic_check,91.89,2389.25,No
CUST-05296,Female,0,No,No,28,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,two year,Yes,credit_card,51.44,1440.27,No
CUST-05297,Male,1,No,No,37,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,two year,No,mailed_check,32.5,1202.64,No
CUST-05298,Male,0,Yes,No,29,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,two year,No,mailed_check,85.26,2472.55,No
CUST-05299,Female,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,month-to-month,No,electronic_check,98.78,691.45,Yes
CUST-05300,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,two year,No,credit_card,134.03,1742.41,No
CUST-05301,Female,1,No,No,29,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,one year,No,electronic_check,61.06,1770.8,No
CUST-05302,Male,1,Yes,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,two year,No,credit_card,51.32,2104.02,No
CUST-05303,Female,0,No,No,11,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,month-to-month,No,mailed_check,109.32,1202.54,No
CUST-05304,Female,1,Yes,Yes,28,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,two year,Yes,credit_card,62.96,1762.99,No
CUST-05305,Male,0,No,Yes,35,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,month-to-month,Yes,bank_transfer,39.19,1371.61,No
CUST-05306,Female,1,No,No,24,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,month-to-month,Yes,credit_card,33.47,803.3,Yes
CUST-05307,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,month-to-month,No,credit_card,103.79,1037.87,No
CUST-05308,Male,0,No,No,70,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,two year,Yes,credit_card,61.39,4297.58,No
CUST-05309,Female,1,No,Yes,11,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,month-to-month,No,electronic_check,93.4,1027.36,Yes
CUST-05310,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,month-to-month,Yes,electronic_check,112.73,789.14,Yes
CUST-05311,Female,1,Yes,No,0,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,month-to-month,Yes,credit_card,45.57,45.57,No
CUST-05312,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,one year,Yes,mailed_check,77.57,5352.23,No
CUST-05313,Female,0,No,No,36,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,month-to-month,Yes,bank_transfer,64.85,2334.57,No
CUST-05314,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,month-to-month,Yes,electronic_check,10.44,240.05,No
CUST-05315,Male,0,No,Yes,28,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,month-to-month,Yes,bank_transfer,36.46,1021.01,No
CUST-05316,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,month-to-month,No,electronic_check,74.44,3275.34,No
CUST-05317,Male,1,No,Yes,57,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,month-to-month,No,bank_transfer,100.14,5708.2,No
CUST-05318,Male,1,No,Yes,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,month-to-month,Yes,mailed_check,65.95,3099.78,No
CUST-05319,Male,0,No,Yes,19,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,one year,Yes,mailed_check,75.11,1427.16,No
CUST-05320,Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,two year,No,credit_card,99.44,795.48,No
CUST-05321,Male,1,No,Yes,56,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,two year,Yes,electronic_check,126.71,7095.56,No
CUST-05322,Female,0,No,No,24,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,one year,Yes,mailed_check,75.15,1803.69,No
CUST-05323,Female,0,Yes,No,31,Yes,No,No,Yes,No,No,No,Yes,No,month-to-month,No,electronic_check,12.79,396.34,Yes
CUST-05324,Male,1,Yes,Yes,18,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,month-to-month,No,bank_transfer,70.24,1264.35,No
CUST-05325,Male,1,Yes,No,70,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,two year,No,electronic_check,119.37,8355.57,No
CUST-05326,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,two year,Yes,electronic_check,74.25,1187.97,No
CUST-05327,Female,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,month-to-month,Yes,credit_card,113.16,5884.13,No
CUST-05328,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,month-to-month,Yes,mailed_check,68.56,1508.36,No
CUST-05329,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,one year,No,electronic_check,40.09,1683.97,No
CUST-05330,Male,1,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,month-to-month,No,credit_card,23.07,622.91,No
CUST-05331,Male,0,No,No,13,Yes,Yes,No,No,No,Yes,No,No,Yes,month-to-month,No,mailed_check,11.49,149.36,No
CUST-05332,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,one year,No,credit_card,99.18,3173.81,No
CUST-05333,Female,1,No,Yes,12,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,one year,No,electronic_check,38.13,457.62,No
CUST-05334,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,two year,No,electronic_check,137.03,8359.07,No
CUST-05335,Male,1,Yes,Yes,72,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,two year,Yes,electronic_check,92.87,6686.54,Yes
CUST-05336,Male,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,Yes,electronic_check,93.6,6177.48,No
CUST-05337,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,one year,Yes,credit_card,71.68,716.8,No
CUST-05338,Male,1,No,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,one year,Yes,credit_card,58.05,754.71,No
CUST-05339,Male,1,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,two year,No,electronic_check,60.91,1035.49,No
CUST-05340,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,month-to-month,No,electronic_check,90.9,3908.73,No
CUST-05341,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,month-to-month,Yes,electronic_check,76.51,918.09,No
CUST-05342,Female,1,No,Yes,33,Yes,No,No,No internet service,No,No,No,Yes,No,month-to-month,No,electronic_check,33.62,1109.61,No
CUST-05343,Male,1,Yes,No,13,Yes,No,DSL,No,No,No,No internet service,No,No,two year,Yes,bank_transfer,67.1,872.33,No
CUST-05344,Male,1,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,month-to-month,Yes,electronic_check,42.76,684.17,No
CUST-05345,Male,1,Yes,Yes,11,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,one year,No,bank_transfer,81.55,897.02,No
CUST-05346,Female,1,No,No,36,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,month-to-month,No,mailed_check,41.09,1479.37,No
CUST-05347,Male,1,Yes,No,45,Yes,No,No,Yes,No,No,No internet service,No,No internet service,month-to-month,Yes,credit_card,4.31,194.11,No
CUST-05348,Male,1,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,month-to-month,Yes,electronic_check,48.61,1652.67,No
CUST-05349,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,No,credit_card,82.93,1244.02,Yes
CUST-05350,Male,1,No,No,27,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,two year,Yes,credit_card,72.0,1944.0,No
CUST-05351,Male,1,No,No,8,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,one year,Yes,electronic_check,52.6,420.83,Yes
CUST-05352,Female,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,month-to-month,Yes,electronic_check,79.55,3659.1,No
CUST-05353,Female,0,Yes,No,72,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,month-to-month,Yes,electronic_check,31.4,2261.02,No
CUST-05354,Female,1,Yes,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,two year,Yes,electronic_check,73.34,1466.78,No
CUST-05355,Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,one year,Yes,mailed_check,115.88,5793.93,No
CUST-05356,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,month-to-month,Yes,mailed_check,79.25,1664.23,Yes
CUST-05357,Female,0,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,two year,No,mailed_check,135.14,7162.61,No
CUST-05358,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,month-to-month,Yes,credit_card,83.36,2250.79,No
CUST-05359,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,month-to-month,Yes,electronic_check,99.5,398.01,No
CUST-05360,Female,1,No,No,46,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,month-to-month,Yes,electronic_check,64.25,2955.44,Yes
CUST-05361,Female,1,Yes,Yes,64,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,month-to-month,Yes,credit_card,89.52,5729.07,No
CUST-05362,Female,0,No,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,month-to-month,Yes,electronic_check,38.56,2737.82,No
CUST-05363,Female,0,Yes,No,14,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,month-to-month,Yes,bank_transfer,130.33,1824.68,No
CUST-05364,Female,0,No,No,30,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,month-to-month,Yes,credit_card,48.3,1449.11,No
